"screen","title","element","asset","sourceAsset","text","x","yTop","width","height","yScene2D","z","hitX","hitY","hitWidth","hitHeight","target"
"season-rewards","시즌 보상","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"season-rewards","시즌 보상","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"season-rewards","시즌 보상","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"season-rewards","시즌 보상","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"season-rewards","시즌 보상","nav-hit-20","","","","243","1743","190","139","38","18","243","1743","190","139","cats"
"season-rewards","시즌 보상","icon-cat-21","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","19","","","","",""
"season-rewards","시즌 보상","text-22","assets/text/b2c2d20f3863ead9e4.png","","고양이","453","1792","180","44","84","20","","","","",""
"season-rewards","시즌 보상","nav-hit-23","","","","447","1743","190","139","38","21","447","1743","190","139","modes"
"season-rewards","시즌 보상","icon-sword-24","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","22","","","","",""
"season-rewards","시즌 보상","text-25","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","23","","","","",""
"season-rewards","시즌 보상","nav-hit-26","","","","651","1743","190","139","38","24","651","1743","190","139","shop"
"season-rewards","시즌 보상","icon-shop-27","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","25","","","","",""
"season-rewards","시즌 보상","text-28","assets/text/e93cf34436b725b2bc.png","","상점","453","1792","180","44","84","26","","","","",""
"season-rewards","시즌 보상","active-tab-29","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","855","1744","190","135","41","27","","","","",""
"season-rewards","시즌 보상","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"season-rewards","시즌 보상","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"season-rewards","시즌 보상","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","861","1790","180","44","86","30","","","","",""
"season-rewards","시즌 보상","panel-33","assets/placed/5628fdfe4dc1f8fb52.png","assets/ui/panel-peach.png","","48","248","984","250","1422","31","","","","",""
"season-rewards","시즌 보상","text-34","assets/text/54f7d61d9ad83430ad.png","","우리의 발자국이 기록돼요","82","278","600","65","1577","32","","","","",""
"season-rewards","시즌 보상","text-35","assets/text/4e776e202429bc7292.png","","종료까지 24일","82","340","650","42","1538","33","","","","",""
"season-rewards","시즌 보상","shadow-cat-warrior-36","assets/placed/29cf6c496bb3e07a5b.png","assets/ui/ground-shadow.png","","686","591","207","31","1298","34","","","","",""
"season-rewards","시즌 보상","cat-warrior-36","assets/placed/78a48d2eec5b30a5ad.png","assets/characters/cat-warrior.png","","650","328","280","280","1312","35","","","","",""
"season-rewards","시즌 보상","panel-37","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","530","984","148","1242","36","","","","",""
"season-rewards","시즌 보상","icon-trophy-38","assets/placed/bfdc290d6960908a18.png","assets/icons/trophy.png","","72","562","72","72","1286","37","","","","",""
"season-rewards","시즌 보상","text-39","assets/text/62b26e576ad73514e2.png","","현재 티어 · 실버 발톱 II","168","550","814","51","1319","38","","","","",""
"season-rewards","시즌 보상","text-40","assets/text/2174cf36bdb3448186.png","","시즌 종료 시 보상 지급","168","603","834","39","1278","39","","","","",""
"season-rewards","시즌 보상","panel-41","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","700","984","148","1072","40","","","","",""
"season-rewards","시즌 보상","icon-chest-42","assets/placed/39275b559de057d382.png","assets/icons/chest.png","","72","732","72","72","1116","41","","","","",""
"season-rewards","시즌 보상","text-43","assets/text/bd24b5eb3e0d883a8a.png","","이번 시즌 보상","168","720","814","51","1149","42","","","","",""
"season-rewards","시즌 보상","text-44","assets/text/998cb56fd1cbb585ba.png","","골드 15,000 · 보석 300 · 칭호","168","773","834","39","1108","43","","","","",""
"season-rewards","시즌 보상","row-hit-45","","","","48","700","984","148","1072","44","48","700","984","148","reward"
"season-rewards","시즌 보상","icon-back-46","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","749","34","34","1137","45","","","","",""
"season-rewards","시즌 보상","panel-47","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","870","984","148","902","46","","","","",""
"season-rewards","시즌 보상","icon-star-48","assets/placed/dabcc98c00c0b5e5ef.png","assets/icons/star.png","","72","902","72","72","946","47","","","","",""
"season-rewards","시즌 보상","text-49","assets/text/bf7131477c18298c51.png","","다음 티어 · 골드 발톱","168","890","814","51","979","48","","","","",""
"season-rewards","시즌 보상","text-50","assets/text/fe9b05ecfee952a5ab.png","","트로피 220점 더 모으면 승급","168","943","834","39","938","49","","","","",""
"season-rewards","시즌 보상","panel-51","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","1040","984","148","732","50","","","","",""
"season-rewards","시즌 보상","icon-scroll-52","assets/placed/56090674ff40ae1ed2.png","assets/icons/scroll.png","","72","1072","72","72","776","51","","","","",""
"season-rewards","시즌 보상","text-53","assets/text/edf22d2306e03444c0.png","","시즌 규칙","168","1060","814","51","809","52","","","","",""
"season-rewards","시즌 보상","text-54","assets/text/d85fa8e2dccdb1b94d.png","","6주 운영 · 종료 시 트로피 약 70%로 조정","168","1113","834","39","768","53","","","","",""
"shop","냥냥 상점","background","assets/placed/534bbd4e6d9b708053.png","assets/backgrounds/shop.png","","0","0","1080","1920","0","0","","","","",""
"shop","냥냥 상점","panel-cream-1","assets/placed/aeea6a9162ecca60be.png","assets/ui/panel-cream.png","","28","24","332","84","1812","1","","","","",""
"shop","냥냥 상점","energy-2","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","45","39","54","54","1827","2","","","","",""
"shop","냥냥 상점","label-3","assets/text/fcf0369b63d5e3ae8c.png","","40/50","113","41","225","48","1831","3","","","","",""
"shop","냥냥 상점","panel-cream-4","assets/placed/aeea6a9162ecca60be.png","assets/ui/panel-cream.png","","374","24","332","84","1812","4","","","","",""
"shop","냥냥 상점","gold-5","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","391","39","54","54","1827","5","","","","",""
"shop","냥냥 상점","label-6","assets/text/2aaefa170c707ca330.png","","12,500","459","41","225","48","1831","6","","","","",""
"shop","냥냥 상점","panel-cream-7","assets/placed/aeea6a9162ecca60be.png","assets/ui/panel-cream.png","","720","24","332","84","1812","7","","","","",""
"shop","냥냥 상점","gem-8","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","737","39","54","54","1827","8","","","","",""
"shop","냥냥 상점","label-9","assets/text/04bf6b0176ade687be.png","","320","805","41","225","48","1831","9","","","","",""
"shop","냥냥 상점","title-banner-10","assets/placed/c7e44287f5565b282a.png","assets/ui/title-banner.png","","150","123","780","135","1662","10","","","","",""
"shop","냥냥 상점","label-11","assets/text/cc0e0925b0f1b39857.png","","냥냥 상점","184","157","714","72","1691","11","","","","",""
"shop","냥냥 상점","button-cream-normal-12","assets/placed/54145a8c7dc277b074.png","assets/ui/button-cream-normal.png","","28","140","92","92","1688","12","28","140","92","92","modes"
"shop","냥냥 상점","back-13","assets/placed/684b7bc9151e735643.png","assets/icons/back.png","","47","152","54","54","1714","13","","","","",""
"shop","냥냥 상점","button-cream-normal-14","assets/placed/54145a8c7dc277b074.png","assets/ui/button-cream-normal.png","","960","140","92","92","1688","14","960","140","92","92","settings"
"shop","냥냥 상점","gear-15","assets/placed/df1483c483c132da85.png","assets/icons/gear.png","","979","151","54","54","1715","15","","","","",""
"shop","냥냥 상점","panel-cream-16","assets/placed/01ac4c2ebc83c43078.png","assets/ui/panel-cream.png","","18","1746","1044","157","17","16","","","","",""
"shop","냥냥 상점","forge-17","assets/placed/bab1d6a5f417a1bb97.png","assets/icons/forge.png","","98","1767","70","70","83","17","","","","",""
"shop","냥냥 상점","label-18","assets/text/38a971f1dc000a8df5.png","","대장간","449","1803","182","47","70","18","","","","",""
"shop","냥냥 상점","nav-workshop","","","","33","1754","198","140","26","19","33","1754","198","140","workshop"
"shop","냥냥 상점","cat-20","assets/placed/164bb5461c096b7f70.png","assets/icons/cat.png","","301","1767","70","70","83","20","","","","",""
"shop","냥냥 상점","label-21","assets/text/7536732c62c51e71e3.png","","고양이","450","1803","182","47","70","21","","","","",""
"shop","냥냥 상점","nav-cats","","","","237","1754","198","140","26","22","237","1754","198","140","cats"
"shop","냥냥 상점","sword-23","assets/placed/efffa4b7a4db7016a9.png","assets/icons/sword.png","","505","1767","70","70","83","23","","","","",""
"shop","냥냥 상점","label-24","assets/text/36750979eee5d3d31f.png","","전투","449","1803","182","47","70","24","","","","",""
"shop","냥냥 상점","nav-modes","","","","441","1754","198","140","26","25","441","1754","198","140","modes"
"shop","냥냥 상점","panel-mint-26","assets/placed/781a57819a38fb1e94.png","assets/ui/panel-mint.png","","645","1755","198","139","26","26","","","","",""
"shop","냥냥 상점","shop-27","assets/placed/08eaabb2f272930ef7.png","assets/icons/shop.png","","710","1767","70","70","83","27","","","","",""
"shop","냥냥 상점","label-28","assets/text/1ceb9aa500e58ff2c1.png","","상점","654","1803","182","47","70","28","","","","",""
"shop","냥냥 상점","nav-shop","","","","645","1754","198","140","26","29","645","1754","198","140","shop"
"shop","냥냥 상점","trophy-30","assets/placed/1d1c0284cd20ff4bd8.png","assets/icons/trophy.png","","914","1767","70","70","83","30","","","","",""
"shop","냥냥 상점","label-31","assets/text/585230f47c36d6fa4b.png","","랭킹","450","1803","182","47","70","31","","","","",""
"shop","냥냥 상점","nav-ranking","","","","849","1754","198","140","26","32","849","1754","198","140","ranking"
"shop","냥냥 상점","subtitle-back-label-33","assets/placed/d834dbef1a88d655d3.png","assets/ui/panel-cream.png","","86","271","908","61","1588","33","","","","",""
"shop","냥냥 상점","label-33","assets/text/ee7435ce7e7757a0cd.png","","오늘의 작은 선물을 만나보세요","100","279","880","48","1593","34","","","","",""
"shop","냥냥 상점","shadow-cat-smith-34","assets/placed/9c0e2faa5dffcc26b9.png","assets/ui/ground-shadow.png","","400","697","283","31","1192","35","","","","",""
"shop","냥냥 상점","cat-smith-34","assets/placed/9e77db37ff21a7ef6f.png","assets/characters/cat-smith.png","","350","354","383","360","1206","36","","","","",""
"shop","냥냥 상점","panel-peach-35","assets/placed/18a4ab2f405ee6c501.png","assets/ui/panel-peach.png","","45","735","990","205","980","37","","","","",""
"shop","냥냥 상점","chest-36","assets/placed/07d9443e1e2e4e3868.png","assets/icons/chest.png","","65","760","151","151","1009","38","","","","",""
"shop","냥냥 상점","label-37","assets/text/6a353b25520d21bb99.png","","일일 무료 상자","242","765","700","61","1094","39","","","","",""
"shop","냥냥 상점","label-38","assets/text/a7ce645b6ef3d41552.png","","오늘의 재료 선물","244","829","494","47","1044","40","","","","",""
"shop","냥냥 상점","button-yellow-normal-39","assets/placed/9eefcb62a45125deec.png","assets/ui/button-yellow-normal.png","","791","821","212","87","1012","41","791","821","212","87","reward"
"shop","냥냥 상점","label-40","assets/text/327ab3f811a2777543.png","","받기","810","833","176","52","1035","42","","","","",""
"shop","냥냥 상점","panel-lavender-41","assets/placed/c79aed32158a63a855.png","assets/ui/panel-lavender.png","","45","977","318","399","544","43","","","","",""
"shop","냥냥 상점","gem-42","assets/placed/36cb594e737f20e085.png","assets/icons/gem.png","","109","1020","190","190","710","44","","","","",""
"shop","냥냥 상점","label-43","assets/text/cc001eda22b31fe96f.png","","보석","66","1211","278","58","651","45","","","","",""
"shop","냥냥 상점","button-yellow-normal-44","assets/placed/ddf2fcf57d23f1b10a.png","assets/ui/button-yellow-normal.png","","69","1281","270","80","559","46","69","1281","270","80","gems"
"shop","냥냥 상점","label-45","assets/text/f2406dac8301914069.png","","바로 가기","88","1291","234","52","577","47","","","","",""
"shop","냥냥 상점","panel-mint-46","assets/placed/102f45cf4c54dd766a.png","assets/ui/panel-mint.png","","381","977","318","399","544","48","","","","",""
"shop","냥냥 상점","cat-47","assets/placed/62b3065ed8fd0fe428.png","assets/icons/cat.png","","445","1020","190","190","710","49","","","","",""
"shop","냥냥 상점","label-48","assets/text/3387f921a87096e6af.png","","스킨","402","1211","278","58","651","50","","","","",""
"shop","냥냥 상점","button-yellow-normal-49","assets/placed/ddf2fcf57d23f1b10a.png","assets/ui/button-yellow-normal.png","","405","1281","270","80","559","51","405","1281","270","80","skins"
"shop","냥냥 상점","label-50","assets/text/f2406dac8301914069.png","","바로 가기","424","1291","234","52","577","52","","","","",""
"shop","냥냥 상점","panel-peach-51","assets/placed/119e0dca179660e35e.png","assets/ui/panel-peach.png","","717","977","318","399","544","53","","","","",""
"shop","냥냥 상점","item-consumable-8-gold-churu-52","assets/placed/5490d30132c7ac5f7d.png","assets/items/item-consumable-8-gold-churu.png","","781","1020","190","190","710","54","","","","",""
"shop","냥냥 상점","label-53","assets/text/2ab3cdc60d6908f216.png","","츄르 구독","737","1211","278","58","651","55","","","","",""
"shop","냥냥 상점","button-yellow-normal-54","assets/placed/ddf2fcf57d23f1b10a.png","assets/ui/button-yellow-normal.png","","741","1281","270","80","559","56","741","1281","270","80","subscription"
"shop","냥냥 상점","label-55","assets/text/f2406dac8301914069.png","","바로 가기","760","1291","234","52","577","57","","","","",""
"shop","냥냥 상점","button-cream-normal-56","assets/placed/7e5733f4bae7ad662b.png","assets/ui/button-cream-normal.png","","45","1425","476","105","390","58","45","1425","476","105","pass"
"shop","냥냥 상점","ticket-57","assets/placed/eb56516fa36d323d87.png","assets/icons/ticket.png","","185","1442","54","54","424","59","","","","",""
"shop","냥냥 상점","label-58","assets/text/605804d27680602115.png","","시즌 패스","129","1445","378","52","423","60","","","","",""
"shop","냥냥 상점","button-mint-normal-59","assets/placed/f0de1883ba0c79ce12.png","assets/ui/button-mint-normal.png","","547","1425","488","105","390","61","547","1425","488","105","mode-shop"
"shop","냥냥 상점","shop-60","assets/placed/63ba9731f4da111bd0.png","assets/icons/shop.png","","695","1441","54","54","425","62","","","","",""
"shop","냥냥 상점","label-61","assets/text/5fbe2a134d5b827e51.png","","교환 상점","629","1444","390","52","424","63","","","","",""
"shop","냥냥 상점","button-yellow-normal-62","assets/placed/15fc72336df45e24e0.png","assets/ui/button-yellow-normal.png","","45","1573","990","116","231","64","45","1573","990","116","packages"
"shop","냥냥 상점","chest-63","assets/placed/2db35ff235702ae8f1.png","assets/icons/chest.png","","382","1595","54","54","271","65","","","","",""
"shop","냥냥 상점","label-64","assets/text/72e06e6e93d4940311.png","","패키지 · 광고 제거","129","1598","892","52","270","66","","","","",""
"gems","보석 충전","background-1","assets/placed/534bbd4e6d9b708053.png","assets/backgrounds/shop.png","","0","0","1080","1920","0","0","","","","",""
"gems","보석 충전","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"gems","보석 충전","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"gems","보석 충전","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"gems","보석 충전","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"gems","보석 충전","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"gems","보석 충전","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
"gems","보석 충전","icon-gem-9","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","684","43","54","54","1823","7","","","","",""
"gems","보석 충전","text-10","assets/text/b710de3b8f0ad3e447.png","","320","745","50","195","47","1823","8","","","","",""
"gems","보석 충전","button-11","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","38","138","76","76","1706","9","10","110","132","132","shop"
"gems","보석 충전","icon-back-12","assets/placed/dc05be2a4b9c6fda0c.png","assets/icons/back.png","","48","141","56","56","1723","10","","","","",""
"gems","보석 충전","text-13","assets/text/66318c6c10ad1be0d6.png","","보석 충전","138","143","742","65","1712","11","","","","",""
"gems","보석 충전","button-14","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","958","138","76","76","1706","12","930","110","132","132","settings"
"gems","보석 충전","icon-gear-15","assets/placed/71b09a6dc991d6f600.png","assets/icons/gear.png","","968","141","56","56","1723","13","","","","",""
"gems","보석 충전","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"gems","보석 충전","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"gems","보석 충전","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"gems","보석 충전","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"gems","보석 충전","nav-hit-20","","","","243","1743","190","139","38","18","243","1743","190","139","cats"
"gems","보석 충전","icon-cat-21","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","19","","","","",""
"gems","보석 충전","text-22","assets/text/b2c2d20f3863ead9e4.png","","고양이","453","1792","180","44","84","20","","","","",""
"gems","보석 충전","nav-hit-23","","","","447","1743","190","139","38","21","447","1743","190","139","modes"
"gems","보석 충전","icon-sword-24","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","22","","","","",""
"gems","보석 충전","text-25","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","23","","","","",""
"gems","보석 충전","active-tab-26","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","651","1744","190","135","41","24","","","","",""
"gems","보석 충전","nav-hit-27","","","","651","1743","190","139","38","25","651","1743","190","139","shop"
"gems","보석 충전","icon-shop-28","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","26","","","","",""
"gems","보석 충전","text-29","assets/text/e93cf34436b725b2bc.png","","상점","657","1790","180","44","86","27","","","","",""
"gems","보석 충전","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"gems","보석 충전","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"gems","보석 충전","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","453","1792","180","44","84","30","","","","",""
"gems","보석 충전","subtitle-back-text-33","assets/placed/1937ea147561f4deb6.png","assets/ui/panel-cream.png","","52","254","958","63","1603","31","","","","",""
"gems","보석 충전","text-33","assets/text/bd1bd8d1a14cf50437.png","","필요한 만큼, 반짝이는 보석","66","262","930","50","1608","32","","","","",""
"gems","보석 충전","panel-34","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","48","350","482","386","1184","33","","","","",""
"gems","보석 충전","icon-gem-35","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","204","380","165","165","1375","34","","","","",""
"gems","보석 충전","text-36","assets/text/a915bc34021d6a1233.png","","80 보석","69","553","442","54","1313","35","","","","",""
"gems","보석 충전","button-37","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","74","626","430","86","1208","36","74","603","430","132","purchase"
"gems","보석 충전","text-38","assets/text/2f288ed8d6b7519f7d.png","","₩1,200","91","635","398","48","1237","37","","","","",""
"gems","보석 충전","panel-39","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","550","350","482","386","1184","38","","","","",""
"gems","보석 충전","icon-gem-40","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","706","380","165","165","1375","39","","","","",""
"gems","보석 충전","text-41","assets/text/954b52b4f4d29884da.png","","400 보석","572","553","442","54","1313","40","","","","",""
"gems","보석 충전","button-42","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","576","626","430","86","1208","41","576","603","430","132","purchase"
"gems","보석 충전","text-43","assets/text/f99cac5bb9e000c5a2.png","","₩5,900","593","635","398","48","1237","42","","","","",""
"gems","보석 충전","panel-44","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","48","762","482","386","772","43","","","","",""
"gems","보석 충전","icon-gem-45","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","204","792","165","165","963","44","","","","",""
"gems","보석 충전","text-46","assets/text/67294042e750b9342c.png","","850 보석","69","965","442","54","901","45","","","","",""
"gems","보석 충전","button-47","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","74","1038","430","86","796","46","74","1015","430","132","purchase"
"gems","보석 충전","text-48","assets/text/6de7d3b6b43895f3cd.png","","₩11,000","91","1047","398","48","825","47","","","","",""
"gems","보석 충전","panel-49","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","550","762","482","386","772","48","","","","",""
"gems","보석 충전","icon-gem-50","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","706","792","165","165","963","49","","","","",""
"gems","보석 충전","text-51","assets/text/f9865ff5a5869eeff2.png","","2,400 보석","571","965","442","54","901","50","","","","",""
"gems","보석 충전","button-52","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","576","1038","430","86","796","51","576","1015","430","132","purchase"
"gems","보석 충전","text-53","assets/text/5d547d81ca60a00577.png","","₩33,000","593","1047","398","48","825","52","","","","",""
"gems","보석 충전","panel-54","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","48","1174","482","386","360","53","","","","",""
"gems","보석 충전","icon-gem-55","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","204","1204","165","165","551","54","","","","",""
"gems","보석 충전","text-56","assets/text/a53562d1c3210f0d54.png","","4,500 보석","70","1377","442","54","489","55","","","","",""
"gems","보석 충전","button-57","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","74","1450","430","86","384","56","74","1427","430","132","purchase"
"gems","보석 충전","text-58","assets/text/9abc44ebe286d166c2.png","","₩55,000","91","1459","398","48","413","57","","","","",""
"gems","보석 충전","panel-59","assets/placed/e301632a7a30fdb829.png","assets/ui/panel-lavender.png","","550","1174","482","386","360","58","","","","",""
"gems","보석 충전","icon-gem-60","assets/placed/24d08bcc3395477d5a.png","assets/icons/gem.png","","706","1204","165","165","551","59","","","","",""
"gems","보석 충전","text-61","assets/text/3bcb4e2b3d168703e1.png","","10,000 보석","570","1377","442","54","489","60","","","","",""
"gems","보석 충전","button-62","assets/placed/c878342e3e23d01b3c.png","assets/ui/button-yellow-normal.png","","576","1450","430","86","384","61","576","1427","430","132","purchase"
"gems","보석 충전","text-63","assets/text/b6a52f02a754b7bf17.png","","₩119,000","593","1459","398","48","413","62","","","","",""
"gems","보석 충전","subtitle-back-text-64","assets/placed/3561bd166851703498.png","assets/ui/panel-cream.png","","46","1622","988","52","246","63","","","","",""
"gems","보석 충전","text-64","assets/text/81aee0a174873f7507.png","","가격·구성은 기획 검토용 샘플입니다","60","1629","960","39","252","64","","","","",""
"skins","스킨 옷장","background-1","assets/placed/348bc5b287f1eee990.png","assets/backgrounds/town.png","","0","0","1080","1920","0","0","","","","",""
"skins","스킨 옷장","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"skins","스킨 옷장","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"skins","스킨 옷장","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"skins","스킨 옷장","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"skins","스킨 옷장","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"skins","스킨 옷장","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
"skins","스킨 옷장","icon-gem-9","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","684","43","54","54","1823","7","","","","",""
"skins","스킨 옷장","text-10","assets/text/b710de3b8f0ad3e447.png","","320","745","50","195","47","1823","8","","","","",""
"skins","스킨 옷장","button-11","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","38","138","76","76","1706","9","10","110","132","132","shop"
"skins","스킨 옷장","icon-back-12","assets/placed/dc05be2a4b9c6fda0c.png","assets/icons/back.png","","48","141","56","56","1723","10","","","","",""
"skins","스킨 옷장","text-13","assets/text/9688c34658ff915b5f.png","","스킨 옷장","138","143","742","65","1712","11","","","","",""
"skins","스킨 옷장","button-14","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","958","138","76","76","1706","12","930","110","132","132","settings"
"skins","스킨 옷장","icon-gear-15","assets/placed/71b09a6dc991d6f600.png","assets/icons/gear.png","","968","141","56","56","1723","13","","","","",""
"skins","스킨 옷장","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"skins","스킨 옷장","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"skins","스킨 옷장","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"skins","스킨 옷장","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"skins","스킨 옷장","nav-hit-20","","","","243","1743","190","139","38","18","243","1743","190","139","cats"
"skins","스킨 옷장","icon-cat-21","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","19","","","","",""
"skins","스킨 옷장","text-22","assets/text/b2c2d20f3863ead9e4.png","","고양이","453","1792","180","44","84","20","","","","",""
"skins","스킨 옷장","nav-hit-23","","","","447","1743","190","139","38","21","447","1743","190","139","modes"
"skins","스킨 옷장","icon-sword-24","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","22","","","","",""
"skins","스킨 옷장","text-25","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","23","","","","",""
"skins","스킨 옷장","active-tab-26","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","651","1744","190","135","41","24","","","","",""
"skins","스킨 옷장","nav-hit-27","","","","651","1743","190","139","38","25","651","1743","190","139","shop"
"skins","스킨 옷장","icon-shop-28","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","26","","","","",""
"skins","스킨 옷장","text-29","assets/text/e93cf34436b725b2bc.png","","상점","657","1790","180","44","86","27","","","","",""
"skins","스킨 옷장","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"skins","스킨 옷장","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"skins","스킨 옷장","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","453","1792","180","44","84","30","","","","",""
"skins","스킨 옷장","button-33","assets/placed/fda2fbf8115782f1b9.png","assets/ui/button-mint-normal.png","","48","250","318","82","1588","31","48","225","318","132",""
"skins","스킨 옷장","text-34","assets/text/cb80923c105731ae8f.png","","고양이","65","259","286","48","1613","32","","","","",""
